page_index,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
3,5,1,41,1,3,1,586,1751,32,14,95.938751,with
3,5,1,41,1,3,2,626,1751,31,14,25.470047,hole
3,5,1,41,1,3,3,666,1751,13,14,95.599358,18
3,5,1,41,1,3,4,687,1751,48,16,95.410439,"closed,"
3,5,1,41,1,3,5,743,1751,37,14,96.103981,holes
3,5,1,41,1,3,6,789,1752,14,13,91.164574,16
3,5,1,41,1,3,7,809,1751,25,14,91.164574,and
3,5,1,41,1,3,8,843,1752,15,13,87.119537,17
3,5,1,41,1,3,9,865,1752,39,16,94.375824,being
3,5,1,41,1,3,10,909,1756,35,14,96.832138,open
3,5,1,41,1,4,1,586,1773,21,14,96.495491,On
3,5,1,41,1,4,2,615,1774,22,13,96.580246,the
3,5,1,41,1,4,3,644,1773,55,16,89.005981,"Selmer,"
3,5,1,41,1,4,4,706,1773,52,15,95.712021,besides
3,5,1,41,1,4,5,765,1774,33,15,95.712021,"that,"
3,5,1,41,1,4,6,806,1774,23,14,96.831505,the
3,5,1,41,1,4,7,836,1774,25,17,96.831505,key
3,5,1,41,1,4,8,869,1778,18,10,94.954346,on
3,5,1,41,1,4,9,895,1774,30,14,93.268616,hole
3,5,1,41,1,4,10,933,1774,16,14,66.721497,18
3,5,1,41,1,5,1,587,1800,10,10,87.309494,is
3,5,1,41,1,5,2,605,1796,76,18,87.309494,perforated
3,5,1,41,1,5,3,689,1796,32,14,96.637917,with
3,5,1,41,1,5,4,729,1800,6,10,89.521416,a
3,5,1,41,1,5,5,743,1797,30,13,89.521416,hole
3,5,1,41,1,5,6,781,1796,16,14,95.708984,of
3,5,1,41,1,5,7,803,1796,64,14,95.708984,diameter
3,5,1,41,1,5,8,874,1797,9,13,73.988281,4
3,5,1,41,1,5,9,889,1801,26,10,73.988281,mm
3,5,1,41,1,5,10,923,1797,25,14,93.375885,and
3,5,1,41,1,6,1,583,1814,48,27,69.193192,length
3,5,1,41,1,6,2,639,1819,8,13,96.322479,6
3,5,1,41,1,6,3,657,1814,25,27,89.168388,"mm,"
3,5,1,41,1,6,4,688,1814,24,27,96.13382,the
3,5,1,41,1,6,5,720,1814,28,27,94.180313,last
3,5,1,41,1,6,6,754,1814,30,27,94.180313,hole
3,5,1,41,1,6,7,792,1814,23,27,96.290649,can
3,5,1,41,1,6,8,821,1814,17,27,96.290649,be
3,5,1,41,1,6,9,847,1814,45,27,96.308167,closed
3,5,1,41,1,6,10,900,1814,16,27,94.981758,on
3,5,1,41,1,6,11,922,1814,30,27,94.981758,low
3,5,1,41,1,7,1,586,1843,53,15,52.047798,register
3,5,1,41,1,7,2,646,1841,18,17,94.125313,by
3,5,1,41,1,7,3,670,1845,6,10,94.125313,a
3,5,1,41,1,7,4,683,1841,49,14,96.267891,second
3,5,1,41,1,7,5,738,1841,25,17,96.802521,key
3,5,1,41,1,7,6,770,1841,56,18,96.736465,hanging
3,5,1,41,1,7,7,831,1842,9,13,96.651138,4
3,5,1,41,1,7,8,846,1846,27,10,96.651138,mm
3,5,1,41,1,7,9,879,1842,41,14,96.88118,above
3,5,1,41,1,7,10,927,1842,22,14,96.558273,the
3,5,1,41,1,8,1,586,1863,76,18,95.280884,perforated
3,5,1,41,1,8,2,669,1863,28,14,95.280884,first
3,5,1,41,1,8,3,704,1863,24,18,95.451393,key
3,5,1,42,1,1,1,427,1820,6,449,95.0, 
3,5,1,43,1,1,1,473,1643,8,646,95.0, 
3,5,1,44,1,1,1,182,1788,6,512,95.0, 
3,5,1,45,1,1,1,378,1841,6,471,95.0, 
3,5,1,46,1,1,1,228,1835,7,488,95.0, 
3,5,1,47,1,1,1,1091,1134,5,528,95.0, 
3,5,1,48,1,1,1,1045,1136,6,525,95.0, 
3,5,1,49,1,1,1,123,1035,1309,698,95.0,  
3,5,1,49,1,2,1,123,1733,425,606,95.0, 
3,5,1,50,1,1,1,1137,1191,4,479,95.0, 
3,5,1,51,1,1,1,1260,436,13,1233,95.0, 
3,5,1,52,1,1,1,1358,1137,4,533,95.0, 
